CP,Localidad
4101,E Exper Agricola
4101,E Fortunata Garcia
4101,E Miguel Azcuenaga
4101,E Miguel Cervantes
4101,E Ramon Carrillo
4101,E S Agricola
4101,El Colmenar
4101,El Mutul
4101,El Timbo
4101,El Zanjon
4101,Escuela 107
4101,Escuela 163
4101,Escuela 164
4101,Escuela 210
4101,Escuela 215
4101,Escuela 218
4101,Escuela 219
4101,Escuela 255
4101,Escuela 256
4101,Escuela 299
4101,Escuela 350
4101,Escuela 393
4101,Escuela 48
4101,Escuela 59
4101,Escuela 70
4101,Granja Modelo
4101,La Aguadita
4101,La Cienaga
4101,La Puerta
4101,Las Moritas
4101,Las Salinas
4101,Las T Tranquitas
4101,Las Talitas
4101,Leo Huasi
4101,Los Hilos
4101,Los Nogales
4101,Los Pocitos
4101,Los Timbos
4101,Matul
4101,Medina
4101,Nio V Padre Monti
4101,Nogalito
4101,Nueva Rosa
4101,Ojo
4101,Ovejeria
4101,P De Palavecino
4101,Potrerillo
4101,Puerta Vieja
4101,Rio Loro
4101,Sunchal
4101,Timbo Nuevo
4101,Timbo Viejo
4101,Tranquitas
4101,Tres Sargentos
4101,V De Los Britos
4101,Vacahuasi
4101,Villa Padre Monti
4101,Villa Rosa
4102,Los Pocitos
4103,Bajo De Raco
4103,C La Esperanza
4103,El Cadillal
4103,El Cuarteadero
4103,El Duraznito
4103,El Pelado
4103,El Tiro Argentino
4103,G Anselmo Rojo
4103,Kilometro 925
4103,La Falda
4103,La Manga
4103,La Picada
4103,La Ramada
4103,La Toma
4103,Laguna Grande
4103,Los Estanques
4103,Los Zaragoza
4103,Luz Y Fuerza
4103,Monasterio
4103,Nueva Esperanza
4103,P Cienaga Amarilla
4103,Pueblo Obrero
4103,Rincon
4103,Tafi Viejo
4103,Taficillo
4103,Talleres Naces
4103,Villa La Colmena
4103,Villa Mitre
4104,El Manantial
4104,Los Pocitos
4105,Abra Del Tafi
4105,Ancajulli
4105,Anfana
4105,C Los Chasales
4105,Calimayo
4105,Camino Del Peru
4105,Campo Redondo
4105,Cevil Redondo
4105,Chasquivil
4105,Colonia Felipe
4105,Colonia Tacapunco
4105,Cuatro Sauces
4105,Curva De Los Vegas
4105,E Antonio Medina
4105,E G De S Mart
4105,E Otilde De Toro
4105,El Catorce
4105,El Ceibal
4105,El Duraznillo
4105,El Nogalito
4105,El Siambon
4105,Escuela
4105,Escuela 113
4105,Escuela 311
4105,Fagsa
4105,Finca Tina
4105,Hitachi
4105,Horco Molle
4105,Hoyada
4105,Kilometro 792
4105,Kilometro 808
4105,La Banda
4105,La Bomba
4105,La Cavera
4105,La Hoyada
4105,La Sala
4105,Lacavera
4105,Las Juntas
4105,Las Talas
4105,Las Tipas
4105,Lomas De Imbaud
4105,Los Aguirre
4105,Los Alamos
4105,Los Alcaraces
4105,Los Bulacios
4105,Los Chamicos
4105,Los Planchones
4105,Los Vazquez
4105,Manantial
4105,Manantial De Ovanta
4105,Misky
4105,Mtial De Ovanta
4105,Mundo Nuevo
4105,Parada De Ohuanta
4105,Potrerillo
4105,Puesto Cochucho
4105,R Provincial 338
4105,Raco
4105,San Alberto
4105,San Felipe
4105,San Javier
4105,San Miguel
4105,Santa Barbara
4105,Tecotex
4105,Tipas
4105,Villa Angelina
4105,Villa Nougues
4105,Villa San Javier
4105,Yerba Huasi
4107,Aconquija
4107,Barrio Casino
4107,Cuatro Gatos
4107,Higueritas
4107,Iglesias
4107,Las Mellizas
4107,Ojo De Agua
4107,Pie Del Aconquija
4107,Puerta San Javier
4107,Villa Marcos Paz
4107,Yerba Buena
4108,San Javier
4109,Banda Del Rio Sali
4109,Barrio Belgrano
4109,Ingenio Concepcion
4109,Ingenio San Juan
4109,Los Vallistos
4109,Nuevos Mataderos
4109,Puente Rio Sali
4110,Campo Herrera
4111,Aguada
4111,Bajo Grande
4111,Bilca Pozo
4111,Campana
4111,Candelillal
4111,Carbon Pozo
4111,Cevilarcito
4111,Chilcal
4111,Colombres
4111,Colonia Agricola
4111,Colonia Argentina
4111,Cortaderal
4111,Cortaderas
4111,Costa A Esquina
4111,E Esquina
4111,El C Colombres
4111,Esquina
4111,Esquina Del Llano
4111,Finca Elisa
4111,Finca Pacara
4111,Fronteritas
4111,Gobernador Nouges
4111,Ingenio Cruz Alta
4111,Ingenio Leales
4111,Juan Posse
4111,La Aguada
4111,La Empatada
4111,La Encantada
4111,La Fronterita
4111,Laguna Blanca
4111,Las Mercedes
4111,Lastenia
4111,Loma Verde
4111,Los Bulacios
4111,Los Camperos
4111,Los Porceles
4111,Los Sueldos
4111,Los Villagra
4111,Pacara Pintado
4111,Pala Pala
4111,Polito
4111,Pozo Alto
4111,Pozo Del Alto
4111,Puesto Chico
4111,Puma Pozo
4111,Quilmes
4111,Retiro
4111,Roma
4111,Rosario Oeste
4111,S Rosa De Leales
4111,San Andres
4111,San Nicolas
4111,Santa Felisa
4111,Santa Rosa De Leales
4111,Sueldo
4111,Sueldos
4111,Vilca Pozo
4112,El Bracho
4113,Acostilla
4113,Avestilla
4113,C Y Apeadero Fcgb
4113,Cachi Huasi
4113,Cachi Yaco
4113,El Carmen
4113,El Durazno
4113,El Guardamonte
4113,El Naranjo
4113,El Rosario
4113,Entre Rios
4113,Gomez Chico
4113,Las Acostillas
4113,Leales
4113,Los Britos
4113,Los Crespo
4113,Los Gomez
4113,Los Herreras
4113,Los Juarez
4113,Los Quemados
4113,Los Romanos
4113,Lunarejos
4113,Miguel Lillo
4113,Noario
4113,San Jose De Leales
4113,Tusca Pozo
4113,Tusquitas
4113,Uturungu
4113,Villa Leales
4113,Yatapayana
4115,Agua Azul
4115,Agua Dulce
4115,Ahi Veremos
4115,Bajo Grande
4115,Barrealito
4115,Buena Vista
4115,Camas Amontonadas
4115,Campo Azul
4115,Condor Huasi
4115,E Las Cs
4115,El Mollar
4115,El Naranjito
4115,El Pavon
4115,El Suncho
4115,Favorina
4115,Jusco Pozo
4115,La Colonia
4115,La Florida
4115,Las Celayas
4115,Las Colonias
4115,Las Encrucijadas
4115,Las Palmitas
4115,Las Zorras
4115,Los Puestos
4115,Los Villegas
4115,Los Zelayas
4115,Mancopa
4115,Mancopa Chico
4115,Mixta
4115,Mojon
4115,Monte Bello
4115,Moyar
4115,Naranjito
4115,Oran
4115,Palmitas
4115,Pirhuas
4115,Posse Desv P Fcgm
4115,Punta De Rieles
4115,Punta Rieles
4115,Rafaela Pozo
4115,Romera Pozo
4115,San Antonio
4115,Sandis
4115,Soledad
4115,Vielos
4116,Lastenia
4117,Alabama
4117,Alto De Medina
4117,Angostura
4117,Carolinas Bajas
4117,Cañada De Alzogaray
4117,Chabela
4117,Delfin Gallo
4117,El Aserradero
4117,El Cochuchal
4117,El Espinillo
4117,El Mojon
4117,El Naranjo
4117,El Paraiso
4117,El Portezuelo
4117,Finca Lopez
4117,Guzman E Fcgb
4117,Ingenio La Florida
4117,La Florida
4117,Los Godos
4117,Los Perez
4117,Luisiana E Fcgm
4117,Lujan
4117,Macomita
4117,Mariño
4117,Monte Largo
4117,Moya
4117,Nuevo P La Florida
4117,P G Mendez
4117,Paraiso
4117,Portezuelo
4117,Pozo Hondo
4117,Puesto De Avila
4117,S Jose De Macomita
4117,San Jose De Macomita
4117,San Pedro
4117,Santa Teresa
4117,Taco
4117,Taco Palta
4117,Tambor De Tacuari
4117,Taquello
4118,Villa Fiad
4119,Agua Colorada
4119,Aguas Blancas
4119,Alto Verde
4119,Antillas
4119,Antu Mapu
4119,Asna Yaco
4119,Benjamin Araoz
4119,Benjamin Paz
4119,Burruyacu
4119,C De Los Negros
4119,Calera Aconquija
4119,California
4119,Casa Del Alto
4119,Casales
4119,Chamico
4119,Chilcas
4119,Chorrilos
4119,Churqui
4119,Concepcion
4119,Coop Agronomica
4119,Coromama
4119,Cossio
4119,Cruz De Abajo
4119,Descanso
4119,Desmonte
4119,E El Diamante
4119,El Aserradero
4119,El Atacal
4119,El Azul
4119,El Barco
4119,El Barrialito
4119,El Cajon
4119,El Castoral
4119,El Chorro
4119,El Churqui
4119,El Cruce
4119,El Establo
4119,El Frasquillo
4119,El Interes
4119,El Jardin
4119,El Matal
4119,El Morado
4119,El Naranjito
4119,El Obraje
4119,El Once
4119,El Porvenir
4119,El Puestito
4119,El Rodeo
4119,El Sinquial
4119,El Sunchal
4119,El Tajamar
4119,El Tipal
4119,El Triunfo
4119,El Zapallar
4119,F Piedra Blanca
4119,Finca Anchorena
4119,Finca Cristina
4119,Gramilla
4119,Jaguel
4119,Juliana
4119,Kilometro 80
4119,Kilometro 94
4119,La Aguita
4119,La Argentina
4119,La Banda
4119,La Calera - Tucuman
4119,La Caqada
4119,La Cautiva
4119,La Cañada
4119,La Corzuela
4119,La Cruz
4119,La Cruz De Arriba
4119,La Fortuna
4119,La Junta
4119,La Loma
4119,La Marta
4119,La Pola
4119,La Puerta De Luca
4119,La Ramada
4119,La Ramada De Abajo
4119,La Ruda
4119,La Sala
4119,La Soledad
4119,La Toma
4119,La Union
4119,La Verde
4119,Laguna De Robles
4119,Las Chacras
4119,Las Pechosas
4119,Las Zanjas
4119,Loma Grande
4119,Loma Negra
4119,Los Eucaliptos
4119,Los Gonzales
4119,Los Gonzalez
4119,Los Pedraza
4119,Molle Chato
4119,Nio El Puestito
4119,P Cevil Con Agua
4119,Pacara
4119,Pacara Marcado
4119,Pacara Pintado
4119,Palomitas
4119,Paso De Las Lanzas
4119,Piedra Blanca
4119,Piedra Tendida
4119,Pozo Del Algarrobo
4119,Puerta Quemada
4119,Puestito De Arriba
4119,Puesto De Uncos
4119,Puesto Villagra
4119,Punta Del Agua
4119,Requelme
4119,Rio Del Nio
4119,Rodeo Toro
4119,S Jose De S Martin
4119,San Eusebio
4119,San Geronimo
4119,San Lorenzo
4119,San Miguel
4119,San Patricio
4119,Santa Lucia
4119,Santa Rosa
4119,Santos Lugares
4119,Sinqueal
4119,Soraire
4119,Tala Pampa
4119,Tala Pozo
4119,Talita Pozo
4119,Taruca Pampa
4119,Tierras Blancas
4119,Toquello
4119,Totoral
4119,Tunalito
4119,Tusca Pampa
4119,V Benjamin Araoz
4120,El Chañar
4121,Villa Burruyacu
4122,Alizal
4122,Alurralde
4122,Aragon
4122,Benjamin Paz
4122,Casa Del Alto
4122,Choromoro
4122,Chusca
4122,Criollas
4122,Desmonte
4122,E El Cadillal
4122,El Cedro
4122,El Ojo
4122,Gonzalo
4122,Huasamayo
4122,Huasamayo Sud
4122,Junta
4122,La Higuera
4122,Las Juntas
4122,Loma Del Medio
4122,Mato Yaco
4122,Posta Vieja
4122,Potro Yaco
4122,Puertas
4122,Puesto Grande
4122,R Del Algarrobo
4122,Rio Vipos
4122,Rodeo
4122,Rodeo Grande
4122,Salamanca
4122,Salinas
4122,San Julian Yaco
4122,San Miguel
4122,San Vicente
4122,Sauce Yacu
4122,Sepultura
4122,Simbolar
4122,Tala Yaco
4122,Tapia
4122,Ticucho
4122,Tuna Sola
4122,Vesubio
4122,Viaductos Del Toro
4122,Vipos
4122,Yaco
4122,Ñorco
4123,La Ramada
4124,A De La Angostura
4124,A De Los Gimenez
4124,Abra El Candado
4124,Acequiones
4124,Agua El Simbo
4124,Agua Rosada
4124,Agua Salada
4124,Aguada De Jorge
4124,Alto La Totora
4124,Angostura
4124,Anta
4124,Barborin
4124,Boba Yacu
4124,Cachi Yaco
4124,Campo Redondo
4124,Capilla
4124,Casas Viejas
4124,Cervalito
4124,Chulca
4124,Corral Viejo
4124,E Hernan Miraval
4124,E Juan Jose Paso
4124,El Alpizar
4124,El Arenal
4124,El Boyero
4124,El Brete
4124,El Cadillal
4124,El Chorro
4124,El Junquillar
4124,El Milagro
4124,El Mistol
4124,El Molino
4124,El Mollar
4124,El P De Paranillo
4124,El Pelado
4124,El Porvenir
4124,El Potrero
4124,El Pozo
4124,El Puestito
4124,El Quebrachal
4124,El Suncal
4124,El Talar
4124,El Zauzal
4124,Estanque
4124,Hualinchay
4124,India Muerta
4124,Kilometro 1340
4124,Kilometro 847
4124,La Aguada
4124,La Banda
4124,La Dorita
4124,La Esquina
4124,La Laguna
4124,La Maravilla
4124,Las Arcas
4124,Las Botijas
4124,Las Burras
4124,Las Criollas
4124,Las Pircas
4124,Las T De Colalao
4124,Las Tacanas
4124,Laurel Yaco
4124,Leocadio Paz
4124,Los Bordos
4124,Los Puestos
4124,Manantiales
4124,Mimillo
4124,Miranda
4124,Molle Yaco
4124,Monte Bello
4124,Pantanillo
4124,Perucho
4124,Pie De La Cuesta
4124,Pingollar
4124,Portezuelo
4124,Pozo Suncho
4124,Pradera Alegre
4124,Puesto Varela
4124,Rearte
4124,S Pedro De Colalao
4124,San Carlos
4124,San Fernando
4124,San Isidro
4124,San Jose
4124,San Pedro De Colalao
4124,Santa Rita
4124,Sauzal
4124,Tacanas
4124,Taco Llano
4124,Taco Punco
4124,Taco Yaco
4124,Taco Yana
4124,Tipa Mayo
4124,Toco Llana
4124,Toro Loco
4124,Trancas
4124,Villa Gloria
4124,Villa Rita
4124,Villa Vieja
4124,Yarami
4124,Yuchaco
4124,Zarate
4125,Los Zazos
4126,Alem
4126,Baradero
4126,Ceibal
4126,El Brete
4126,El Cuibal
4126,El Jardin
4126,El Naranjo
4126,El Sunchal
4126,La Asuncion
4126,La Candelaria
4126,La Cuesta
4126,La Cueva
4126,La Maravilla
4126,La Poblacion
4126,Los Mogotes
4126,Miraflores
4126,Ovejero
4126,Potrerillos
4126,Riarte
4126,Ruiz De Los Llanos
4126,S Pedro De Aranda
4126,Salazar
4126,Tala
4126,Tala E R L Llanos
4127,Tafi Del Valle
4127,Villa Trancas
4128,E De M Ouanta
4128,E De Manualidades
4128,E Dean Salcedo
4128,E F N Laprida
4128,E I Colombres
4128,E Manuel Savio
4128,El Carmen
4128,El Ceibal
4128,Escuela 12
4128,Escuela 130
4128,Escuela 212
4128,Escuela 222
4128,Escuela 243
4128,Escuela 247
4128,Escuela 251
4128,Escuela 253
4128,Escuela 254
4128,Escuela 260
4128,Escuela 324
4128,Escuela 333
4128,Escuela 348
4128,Escuela 39
4128,Escuela 51
4128,Escuela E Canton
4128,Escuela F Nogues
4128,Escuela Ing Bertre
4128,Escuela L Blanco
4128,Escuela Malvinas
4128,Ingenio Lules
4128,La Bolsa
4128,La Capilla
4128,Las Moreras
4128,Lules
4128,P De Las Tablas
4128,Potrero De Las Tablas
4128,R Provincial 301
4128,R Provincial 338
4128,R Provincial 380
4128,Ruta Nacional 157
4128,Ruta Nacional38
4128,San Jose De Lules
4128,Santa Victoria
4129,C Maria Elena
4129,El Obraje
4129,La Quebrada
4129,La Reduccion
4129,Las Tablas
4129,Malvinas
4129,Obraje
4129,Potrero
4129,Punta Del Monte
4129,Quebrada De Lules
4129,San Jenaro
4129,San Pablo
4129,San Rafael
4130,Mercedes
4131,La Reduccion
4132,Agua Azul
4132,Agua Blanca
4132,Arroyo De La Cruz
4132,B Coloradas
4132,Buen Retiro
4132,C Santa Clara
4132,C Santa Lucia
4132,Carrichango
4132,Colonia Acevedo
4132,Colonia Bascary
4132,Colonia Pacara
4132,Colonia Santa Rita
4132,E C Tucumanos
4132,E G Moreira
4132,E Monte Grande
4132,E Velez Sarsfield
4132,El Matadero
4132,El Tropezon
4132,Escuela 100
4132,Escuela 124
4132,Escuela 154
4132,Escuela 160
4132,Escuela 197
4132,Escuela 200
4132,Escuela 206
4132,Escuela 257
4132,Escuela 261
4132,Escuela 298
4132,Escuela 321
4132,Escuela 356
4132,Escuela 373
4132,Escuela 63
4132,Escuela 88
4132,Esquina Norte
4132,Famailla
4132,Finca San Luis
4132,Ing La Fronterita
4132,Invernada
4132,Kilometro 102
4132,Kilometro 108
4132,La Banderita
4132,La Fronterita
4132,La Pinta Y La 40
4132,Las Banderitas
4132,Las Mesadas
4132,Las Ratas
4132,Las Tres Flores
4132,Laureles
4132,Laureles Norte
4132,Laureles Sur
4132,Los Sifones
4132,R Provincial 322
4132,R Provincial 334
4132,R Provincial 380
4132,Ruta Nacional 157
4132,Ruta Nacional 38
4132,S G Del Monte
4132,S J De Buena Vista
4132,San Luis
4132,Sauce Huacho
4132,Sauce Partido
4132,Teniente Berdina
4132,Tres Almacenes
4133,La Banda
4133,Monte Grande
4133,Padilla
4134,Acheral
4134,Aranilla
4134,Arenilla
4134,Kilometro 99
4134,San Gabriel
4134,San Jose De Flores
4135,Caspinchango
4135,Duraznos Blancos
4135,El Mollar
4135,El Nogalar
4135,Finca Pereyra
4135,Ingeniero S Lucia
4135,Ingenio Santa Lucia
4135,La Ramadita
4135,Las Cienagas
4135,Los Rodriguez
4135,Negro Potrero
4135,Puesto La Ramadita
4135,Santa Elena
4135,Santa Lucia
4135,Santa Monica
4136,Nueva Baviera
4137,A Del Infiernillo
4137,Abra Baya
4137,Abra De La Picaza
4137,Abra De Yareta
4137,Aguada
4137,Alisos
4137,Alto Cazadera
4137,Alto De Anfama
4137,Alto De Los Reales
4137,Alto Del Huascho
4137,Alto Del Lampazo
4137,Alto Los Cardones
4137,Amaicha Del Valle
4137,Ampimpa
4137,Antama
4137,Antiguo Quilmes
4137,Banda
4137,C De Las Gallinas
4137,C De Los Cardones
4137,Campo Blanco
4137,Campo Zauzal
4137,Carapunco
4137,Casa De Campo
4137,Casa De Zinc
4137,Casas Viejas
4137,Cienaguita
4137,Corral Blanco
4137,Corral Grande
4137,E Cnel I Murga
4137,E Gob J M Silva
4137,E Manuela Pedraza
4137,El Antigal
4137,El Arqueal
4137,El Carmen
4137,El Casial
4137,El Casialito
4137,El Espinal
4137,El Infiernillo
4137,El Lamedero
4137,El Lamparazo
4137,El Molle
4137,El Molle Viejo
4137,El Pabellon
4137,El Payanal
4137,El Potrerillo
4137,El Pozo
4137,El Toro
4137,Espiadero
4137,Esquina Del Valle
4137,Fuerte Quemado
4137,La Angostura
4137,La Bolsa
4137,La Cienaga
4137,La Combada
4137,La Lagunita
4137,La Maravilla
4137,La Mesada
4137,La Puntilla
4137,La Queseria
4137,La Sala
4137,La Salamanca
4137,La Silla
4137,La Tranca
4137,Lamparcito
4137,Lara
4137,Las Bolsas
4137,Las Carreras
4137,Loma Redonda
4137,Los Bateones
4137,Los Colorados
4137,Los Cordones
4137,Los Corpitos
4137,Los Cuartos
4137,Los Pocitos
4137,Mesada De Encima
4137,Molle De Abajo
4137,Molle Yaco
4137,Nogalita
4137,P De Encalillo
4137,Palo Gacho
4137,Piedras Blancas
4137,Port De Las Animas
4137,Port De Tomas
4137,Puesto De Alumbre
4137,Puesto De Zarzo
4137,Puesto Viejo
4137,Rearte
4137,Rio Blanco
4137,S J De Chasquivil
4137,Salas
4137,San Carlitos
4137,San Francisco
4137,Tafi Del Valle
4137,Tio Punco
4137,Toro Yaco
4137,Zurita
4138,El Cruce
4139,A A La Hoyada
4139,A A Pta De Balasto
4139,Ampajango
4139,Andahuala
4139,Andalhuala
4139,Banda
4139,Buey Muerto
4139,Campitos
4139,Carpinchango
4139,Casa De Piedra
4139,Cerrillos
4139,Cerro Colorado
4139,Cienaga
4139,Corral Viejo
4139,El Arroyo
4139,El Balde
4139,El Cajon
4139,El Calchaqui
4139,El Cerrito
4139,El Derrumbe
4139,El Desmonte
4139,El Medanito
4139,El Recreo
4139,El Trapiche
4139,El Zarzo
4139,Entre Rios
4139,Estancia Vieja
4139,Famabalastro
4139,Famatanca
4139,Iapes
4139,Julipao
4139,La Campana
4139,La Hoyada
4139,La Loma
4139,La Ollada
4139,La Ovejeria
4139,La Puntilla
4139,La Quebrada
4139,La Soledad
4139,Las Mojarras
4139,Los Pozuelos
4139,Los Saltos
4139,Medanito
4139,Ovejeria
4139,Pajanguillo
4139,Palo Seco
4139,Paloma Yaco
4139,Pie Del Medano
4139,Punta De Balasto
4139,S Ant Del Cajon
4139,San Jose
4139,San Jose Banda
4139,San Jose Norte
4139,Santa Maria
4139,Toroyaco
4139,Totorilla
4139,Yapes
4140,Tafi Del Valle
4141,Agua Salada
4141,Anchillos
4141,Anjuana
4141,Calimonte
4141,Colalao Del Valle
4141,El Arbolar
4141,El Bañado
4141,El Carrizal
4141,El Paso
4141,Fuerte Quemado
4141,Julipao
4141,La Cieneguita
4141,Loma Colorada
4141,Macho Rastrojo
4141,Managua
4141,Pichao
4141,Puerta De Julipao
4141,Puesto De Julipao
4141,Quilmes
4141,Quisca Chica
4141,Quisca Grande
4141,Rincon De Quilmes
4141,Tala Paso
4141,Tio Franco
4141,Totorilla
4141,Totoritas
4141,Yasyamayo
4142,Alto De Leiva
4142,Alto Verde
4142,Aragones
4142,Aran
4142,B Zorrilla
4142,C Santa Catalina
4142,C Santa Marina
4142,Capitan Caceres
4142,Casa De Piedra
4142,Caspichango Viejo
4142,Chilcar
4142,Colonia 6
4142,Costilla
4142,E Fray M Esquiu
4142,E J Castellano
4142,E Manuel Borda
4142,E T De Tacuari
4142,El Cercado
4142,El Churquis
4142,El Huaico
4142,El Indio
4142,El Naranjal
4142,Fin Del Mundo
4142,Huasa Pampa
4142,Ibatin
4142,Isla San Jose
4142,Isla San Jose Sud
4142,Kilometro 93
4142,La Heladera
4142,La Quinta
4142,Las Pampitas
4142,Los Robles
4142,Los Sosa
4142,Monteros
4142,Monteros Viejo
4142,Oran
4142,Piedras Coloradas
4142,Pilco
4142,Playa Larga
4142,Puesto Los Robles
4142,Rancho De Cascada
4142,Rincon Grande
4142,Ruta Nacional 38
4142,Santa Catalina
4142,Santo Domingo
4142,V Nueva Aguilares
4142,Villa Brava
4142,Yacuchina
4142,Yonopongo
4142,Yunopongo Sud
4142,Zavalia
4143,Independencia
4143,Ingenio Santa Rosa
4143,Leon Rouges
4143,Los Moyes
4143,Los Reyes
4143,Los Rojos
4143,Santa Rosa
4144,Amberes
4144,La Florida
4144,Las Higuerillas
4144,Las Higueritas
4144,Quinteros 1
4144,Quinteros 2
4144,Villa Quinteros
4145,Ing La Providencia
4145,Rio Seco
4146,Barrio Belgrano
4146,Barrio Textil
4146,C De Chirimayo
4146,C S Ls Cochamolles
4146,Carreta Quemada
4146,Cochamolle
4146,Concepcion
4146,Cuesta De Chilca
4146,E Almirante Brown
4146,E Florencio Varela
4146,E G Lamadrid
4146,E M Dgo Bassail
4146,E Mercedes Pacheco
4146,El Potrero
4146,Escuela 115
4146,Escuela 118
4146,Escuela 168
4146,Escuela 17
4146,Escuela 18
4146,Escuela 186
4146,Escuela 19
4146,Escuela 234
4146,Escuela 239
4146,Escuela 268
4146,Escuela 365
4146,Escuela 387
4146,Escuela 6
4146,Escuela 65
4146,Escuela 85
4146,Escuela Gregoria Lamadrid
4146,Iltico
4146,Ingenio La Corona
4146,Ischillon
4146,Kilometro 66
4146,Las Cuevas
4146,Las Pavas
4146,Lescano
4146,Los Vega
4146,Membrillo
4146,Muyo
4146,Piedra Grande
4146,Saladillo
4146,San Carlos
4146,San Jose
4146,Villa Alvear
4146,Villa Devoto
4146,Yunca Suma
4147,Alto Las Lechuzas
4147,Arcadia
4147,C J J Iramain
4147,C P Leon Cornet
4147,Colonia Fara
4147,Gastonilla
4147,Las Faldas
4147,Los Timbres
4147,Villa Carolina
4147,Yalapa
4149,Alpachiri
4149,Belicha Huaico
4149,Cochuna
4149,Costa Del Rio Seco
4149,El Molino
4149,El Potrerillo
4149,El Puesto
4149,Gastona
4149,Java
4149,Jaya
4149,La Tuna
4149,Las Animas
4149,Las L Las Leguas
4149,Las Leguas
4149,P De Los Valdes
4149,S R Chicligasta
4149,San Ramon
4149,Santa Cruz
4149,Valenzuela
4150,Fuerte Quemado
4151,Bjo De Los Sueldos
4151,C Humaita Primera
4151,El Milagro
4151,El Palcara
4151,El Porvenir
4151,El Sauzal
4151,Finca Entre Rios
4151,Humaita 1
4151,Humaita 2
4151,Ing La Trinidad
4151,La Esperanza
4151,La Trinidad
4151,Las G Los Guchea
4151,Los Arrietas
4151,Los Guchea
4151,Molinos
4151,Rosario Oeste
4151,Trinidad
4151,Villa La Trinidad
4151,Yucumanita
4152,Aguilares
4152,Alto Las Flores
4152,Arroyo Barriento
4152,C Nueva Trinidad
4152,Colonia Marull
4152,Colonia Naschi
4152,E Alfonsina Storni
4152,E C Pellegrini
4152,E Domingo Garcia
4152,E Luis Gianneo
4152,El Cebil
4152,Escuela 137
4152,Escuela 140
4152,Escuela 176
4152,Escuela 21
4152,Escuela 264
4152,Escuela 274
4152,Escuela 279
4152,Escuela 280
4152,Escuela 287
4152,Escuela 288
4152,Escuela 289
4152,Escuela 320
4152,Escuela 64
4152,Escuela 66
4152,Escuela 67
4152,Huasa Rincon
4152,Ing Mercedes
4152,Kilometro 1455
4152,Los Callejones
4152,Los Ocho Cuartos
4152,Mercedes
4152,Monte Redondo
4152,Monte Rico
4152,Moras Minucas
4152,Multiflores
4152,Nasche
4152,P De Las Cabras
4152,Rincon Huasa
4152,San Miguel
4152,Santa Isabel
4152,Santa Rosa
4153,Alto Verde
4153,C De La Chilca
4153,Cortaderas
4153,El Ceibal
4153,Rio Chico
4154,Tolombon
4155,Cevil Grande
4155,Chavarria
4155,El Rodeo
4155,Ingenio Santa Ana
4155,Kilometro 55
4155,Las Tuscas Tuscal
4155,Los Lunas
4155,Santa Ana
4155,Tuscal
4155,V Clodomiro H
4155,V Vieja Santa Ana
4156,Soldado Maldonado
4157,Arroyo Mal Paso
4157,Cevil Solo
4157,El Carmen
4157,El Rincon
4157,El Tuscal
4157,Falda De Arcadia
4157,Ingenio S Barbara
4157,La Tapia
4157,La Tipa
4157,Los Agudos
4157,Los Cordoba
4157,Los Galpones
4157,Los Rios
4157,Los Rizos
4157,Los Sarmientos
4157,Mal Paso
4157,Maria Blanca
4157,Monte Bello
4157,Nueva Trinidad
4157,Posta
4158,Alberdi
4158,Campo De Talamayo
4158,Casa De Piedras
4158,Dique Escaba
4158,El Batiruano
4158,El Churqui
4158,El Corralito
4158,El Divisadero
4158,El Lamedero
4158,El Molino
4158,Escaba
4158,Escaba De Abajo
4158,Escaba De Arriba
4158,Escuela 138
4158,Escuela 190
4158,Escuela 26
4158,Escuela 263
4158,Escuela 267
4158,Escuela 307
4158,Escuela 318
4158,Escuela 328
4158,Escuela 352
4158,Escuela 376
4158,Escuela 69
4158,Escuela V Generala
4158,Fuerte Alto
4158,Ingenio Marapa
4158,Kilometro 36
4158,Kilometro 46
4158,La Calera - Tucuman
4158,La Invernada
4158,La P De Marapa
4158,Las Tablitas
4158,Los Alamitos
4158,Los Alisos
4158,Los Arroyo
4158,Los Guayacanes
4158,Marapa
4158,Naranjo Esquina
4158,R Provincial 308
4158,Ruta Nacional 38
4158,Talamuyo
4158,Ucuchacra
4158,V Alberdi Estacion
4158,Villa Alberdi
4158,Villa Belgrano
